arg-id,x,y,probability,cluster-id
A170_0,3.671304,-10.327849,1.0,5
A171_0,18.359142,7.8727965,0.0,0
A172_0,15.711806,6.2279134,0.0,7
A173_0,14.762801,8.328001,0.663374060133335,7
A173_1,12.935318,0.09861074,0.0840233277654856,6
A174_0,17.663513,8.016037,0.0,0
A175_0,14.788323,8.43032,0.8083845209969615,7
A176_0,1.467899,5.0175524,0.2485767045735328,3
A179_0,14.549876,1.6043197,1.0,2
A180_0,14.810914,0.38955262,1.0,2
A182_0,-14.057518,4.7152534,1.0,7
A183_0,13.02965,0.8370423,1.0,2
A183_1,13.27423,0.98770165,1.0,2
A183_2,12.803661,0.9022235,1.0,2
A184_0,12.693232,1.8012809,0.0,2
A185_0,21.211164,8.207782,1.0,0
A186_0,13.8037405,0.7439941,1.0,2
A187_0,16.852777,6.5963554,1.0,7
A187_1,16.610268,7.1004577,1.0,0
A188_0,16.264185,8.001762,1.0,7
A189_0,-13.595176,4.872596,1.0,7
A190_0,15.805697,6.3011055,0.6198849011660236,7
A191_0,16.926306,6.582479,1.0,7
A192_0,19.522463,8.507013,0.0,0
A193_0,11.807814,-0.73488533,1.0,1
A194_0,-14.044151,4.721416,1.0,7
A195_0,13.969908,1.1377327,0.0,2
A196_0,-13.993422,4.7793446,1.0,7
A197_0,17.861956,7.948597,0.37968413040606325,0
A198_0,13.832408,2.5797396,0.0,2
A199_0,3.6321435,-10.283301,1.0,5
A201_0,12.794656,0.62147033,0.0,2
A202_0,15.07653,3.6477442,1.0,2
A202_1,17.686245,7.1456976,0.9551168987197416,0
A203_0,-2.7257276,2.5836415,1.0,3
A204_0,3.6585438,-10.217734,1.0,5
A205_0,16.7725,6.9443793,1.0,0
A205_1,16.725487,6.9831734,1.0,0
A205_2,14.146738,4.7532043,1.0,3
A206_0,14.134421,5.3644304,1.0,3
A207_0,14.859223,0.28303483,1.0,2
A209_0,17.031603,4.5068374,0.3608812272752885,7
A210_0,12.55232,1.0619086,0.0,2
A211_0,18.413467,8.318423,1.0,0
A211_1,17.88724,8.063277,1.0,0
A213_0,17.424576,7.213047,1.0,0
A214_0,14.753697,0.40008926,1.0,2
A215_0,12.930593,0.87520677,1.0,2
A216_0,16.79775,4.0886064,0.8781233224670641,7
A218_0,13.912074,5.1569977,1.0,3
A220_0,-13.558452,4.8783593,1.0,7
A221_0,17.476158,4.550493,1.0,7
A223_0,15.400935,3.5421975,0.0,2
A223_1,15.780417,2.6925824,0.5446975106352288,2
A223_2,17.92316,7.6361227,1.0,0
A223_3,16.702394,4.01581,1.0,7
A223_4,15.34752,3.822599,0.28333720323837697,2
A223_5,13.990387,4.5078177,0.0,3
A223_6,16.659864,4.713517,0.20390331481999802,7
A224_0,14.846646,7.0692515,0.3010009817253963,7
A225_0,21.011839,7.8994536,0.8635442335068442,0
A225_1,14.91778,8.180761,0.0,7
A225_2,14.338153,4.916762,0.0,3
A226_0,10.958291,-2.4332623,1.0,1
A227_0,17.653364,8.296411,0.0,0
A228_0,15.395022,4.147446,0.9042514174756471,2
A230_0,14.030803,1.1664935,0.30146179578342913,2
A231_0,16.338423,8.176876,0.6818935667411709,7
A232_0,16.6125,6.089789,1.0,7
A232_1,16.663757,6.0541167,0.8601370718094943,7
A233_0,13.985235,4.8571076,0.0,3
A235_0,19.350807,7.888143,0.36755163791281875,0
A236_0,18.403425,8.295375,1.0,0
A237_0,3.6477203,-10.300957,1.0,5
A238_0,12.364848,1.5697742,0.9729794232287853,2
A239_0,14.139044,1.0967789,0.8917608377449139,2
A240_0,10.924692,-2.5010664,0.8445873475793748,1
A241_0,-11.548147,5.4143844,0.016330306153926045,7
A242_0,19.182404,8.071825,0.3391091256125465,0
A242_1,19.038181,7.9206963,0.0,0
A243_0,18.332668,5.535096,0.6546947833670496,7
A244_0,14.645452,7.106936,0.8056657488052869,7
A245_0,12.395079,1.4022273,0.997382168191218,2
A246_0,14.315444,1.4310162,0.0,2
A247_0,14.495041,0.6416173,1.0,2
A248_0,11.29228,1.5759648,1.0,2
A250_0,12.390832,1.3842063,0.7737495788935539,2
A252_0,14.8859825,1.3665471,1.0,2
A253_0,13.593281,2.533426,1.0,2
A254_0,-2.9213092,9.289159,1.0,5
A255_0,-11.184458,5.501542,0.1550074015545476,7
A256_0,-13.927494,4.677116,0.24571683370371186,7
A257_0,18.576551,7.855362,1.0,0
A258_0,16.787006,4.078568,1.0,7
A259_0,15.756656,2.6320124,0.5851578575163146,2
A260_0,15.610345,3.9040124,0.0,2
A261_0,14.194563,4.9259377,1.0,3
A261_1,13.88687,4.764005,0.0,3
A262_0,13.898625,0.9177978,0.0,2
A263_0,13.988939,4.771933,0.0,3
A264_0,3.631203,-10.159711,0.47783645346252623,5
A265_0,-14.052767,4.7167516,1.0,7
A266_0,14.939455,3.6701143,0.5520192820942016,2
A266_1,14.6497345,3.9435525,0.32057557333597214,2
A267_0,21.143291,8.529587,0.0,0
A268_0,19.628574,7.969674,1.0,0
A269_0,15.705771,2.552351,1.0,2
A270_0,13.7234745,0.6663615,1.0,2
A271_0,16.816086,5.8242235,0.0,7
A272_0,14.831703,1.3147544,1.0,2
A273_0,-2.9752247,9.340655,1.0,5
A274_0,10.748561,-0.3058029,0.420536007547491,1
A275_0,-3.094199,8.784717,1.0,5
A278_0,15.420048,4.1993494,1.0,2
A278_1,11.317287,1.4261698,0.3051861457823766,2
A279_0,10.923509,-2.4845006,1.0,1
A280_0,15.696701,5.835696,0.0,7
A281_0,15.614362,8.194729,0.5881091921190402,7
A282_0,16.881115,5.0908446,0.0,7
A282_1,16.881847,6.5043297,1.0,7
A283_0,14.451848,4.7660265,0.0,3
A284_0,17.196655,7.4715424,0.7646171590390872,0
A285_0,12.5792,1.4363285,1.0,2
A286_0,15.890658,6.2697,1.0,7
A288_0,10.112407,0.9768487,1.0,3
A289_0,16.985634,6.4961047,0.863593312392817,7
A289_1,16.990126,6.929793,0.8303025470055723,0
A290_0,12.510362,1.3046916,0.4608959985307222,2
A290_1,14.27357,3.4064512,0.4638912757663609,2
A290_2,14.232294,3.3977084,1.0,2
A290_3,14.219675,3.370406,1.0,2
A291_0,18.395878,8.302793,1.0,0
A293_0,14.8010845,1.4766834,0.5909651988208449,2
A294_0,14.33282,4.766992,0.8538052082980963,3
A294_1,14.302598,4.731972,1.0,3
A295_0,13.6586485,2.6752424,1.0,2
A297_0,13.33272,1.1786572,0.23722460004107684,2
A298_0,-12.929225,4.9936,0.2990203582761312,7
A299_0,14.931914,0.5182612,0.6111129612340568,2
A300_0,-13.533794,4.870904,1.0,7
A301_0,14.066206,1.4924079,1.0,2
A302_0,17.121122,6.0642195,1.0,7
A304_0,15.452708,5.3594623,0.9830673469146637,7
A304_1,15.433151,5.33129,1.0,7
A304_2,15.647073,5.4759774,0.0,7
A304_3,17.793169,5.556815,0.0,7
A304_4,18.422302,5.4385047,0.7989360307469093,7
A304_5,18.711025,5.3634524,1.0,7
A304_6,18.31946,5.383646,1.0,7
A304_7,21.621687,8.105218,1.0,0
A304_8,17.703663,5.34459,0.0,7
A307_0,11.068533,-2.1665676,0.055161529407501235,1
A308_0,21.318014,8.282726,1.0,0
A309_0,-11.219307,5.5038047,1.0,7
A310_0,3.615492,-10.249395,1.0,5
A311_0,17.676743,8.274736,0.0,0
A312_0,12.519457,1.2241858,0.0,2
A313_0,16.785816,6.908071,1.0,0
A313_1,18.26327,7.236783,1.0,0
A314_0,13.617948,0.71357065,0.9659288440755642,2
A315_0,-2.2598827,2.7556221,1.0,3
A316_0,17.957987,5.926802,1.0,7
A317_0,10.926061,-2.4764366,1.0,1
A318_0,14.0961275,1.917135,0.0,2
A320_0,15.414373,6.346059,1.0,7
A321_0,12.313217,0.68851006,0.0,2
A323_0,18.329592,7.3981614,0.8427692195024068,0
A323_1,12.062709,0.9218517,1.0,2
A324_0,3.5230725,-10.175044,0.7618695056369954,5
A325_0,-3.07596,8.815096,0.6719742434170022,5
A326_0,3.5962725,-10.243673,1.0,5
A327_0,13.272789,-0.120468855,0.8772387841881856,6
A328_0,16.072573,6.625407,0.5721211681186876,7
A329_0,10.959145,-2.441205,1.0,1
A330_0,20.47097,9.466442,0.3781181161966245,3
A331_0,14.475883,7.8708587,0.44010413604835913,7
A332_0,12.176532,0.93503237,1.0,2
A332_1,13.29851,1.5484651,0.7038731890614585,2
A333_0,-2.8727734,2.5125334,1.0,3
A334_0,14.3570175,7.9022574,1.0,7
A334_1,15.498236,7.598207,0.8063403365840524,7
A334_2,15.244829,7.8027887,0.7414250476586043,7
A334_3,17.845879,5.178808,1.0,7
A334_4,17.5317,5.8895187,1.0,7
A334_5,15.723564,8.103181,1.0,7
A334_6,21.53624,8.31738,1.0,0
A334_7,20.450691,9.499173,0.3795660357033088,3
A335_0,-12.223312,4.814528,0.7979033843136564,7
A337_0,14.204477,6.609164,0.5761731360283336,7
A337_1,14.3638,6.53656,1.0,7
A337_2,14.340033,7.9382696,1.0,7
A337_3,16.07879,6.8807735,1.0,7
A337_4,15.882107,6.613564,1.0,7
A338_0,15.33123,6.632499,1.0,7
A339_0,15.7646885,8.097386,0.789978320433537,7
A340_0,17.452168,5.793534,1.0,7
A341_0,17.937672,8.255372,0.0,0
A342_0,16.256023,6.4031525,0.0,7
A343_0,15.465523,7.1863494,0.0,7
A344_0,13.781021,1.0153506,1.0,2
A345_0,19.404795,7.9741096,0.47467799946428213,0
A346_0,14.663178,1.9695266,0.0,2
A347_0,15.660214,6.315671,0.0,7
A348_0,18.29941,5.432073,1.0,7
A348_1,14.933783,6.8123093,0.0,7
A351_0,13.6096525,1.8791211,1.0,2
A353_0,13.363673,-0.12441155,0.6209694369532022,6
A354_0,18.002684,8.481933,1.0,0
A355_0,20.123178,7.662283,1.0,0
A357_0,1.4747363,5.0107956,0.0251825634636531,3
A358_0,16.022041,7.3438616,1.0,7
A359_0,14.409905,7.777249,0.356581878614597,7
A360_0,-12.24994,4.8513684,1.0,7
A361_0,13.329277,2.5727713,0.0,2
A362_0,17.456656,4.816598,0.6348667546848122,7
A362_1,17.523863,4.976331,0.7113819266321565,7
A363_0,3.7238579,-10.38037,0.4720758319379249,5
A364_0,15.659306,6.869736,0.0,7
A366_0,16.329887,3.5280666,0.0,7
A368_0,13.647886,2.6831648,1.0,2
A369_0,15.910242,6.5080714,1.0,7
A370_0,13.315035,-0.18008226,0.8303259942519944,6
A370_1,14.513063,1.620865,1.0,2
A370_2,10.829317,-0.37796625,0.12802734563557147,1
A370_3,3.5743206,-10.206105,1.0,5
A371_0,14.543008,4.688908,1.0,3
A372_0,17.095573,4.2969766,1.0,7
A373_0,16.896486,5.449329,1.0,7
A374_0,16.57133,5.141317,0.0,7
A375_0,20.08172,9.148214,0.0,3
A376_0,13.170984,-3.1163113,0.7162953031713809,4
A377_0,14.660264,8.452314,0.6990070838834785,7
A377_1,15.663722,7.9938526,1.0,7
A378_0,17.121761,4.2885633,1.0,7
A379_0,11.536891,1.147826,1.0,2
A380_0,14.577609,8.039677,0.43290267352893397,7
A381_0,17.462168,8.487448,0.0,0
A382_0,15.835163,6.3259716,1.0,7
A383_0,12.0195,1.4332328,0.0,2
A384_0,-12.788122,4.9875345,0.47861741981419925,7
A385_0,10.100198,0.9993273,1.0,3
A386_0,20.187595,7.9962296,1.0,0
A387_0,10.970681,-2.4317298,1.0,1
A388_0,14.213974,1.8228627,0.0,2
A389_0,21.45562,8.293867,1.0,0
A390_0,15.386477,6.4492803,1.0,7
A390_1,17.091366,7.542778,0.4989217097006837,0
A390_2,17.075184,7.499743,0.5964789314446922,0
A391_0,17.528738,8.432513,0.800960519939305,0
A393_0,-11.227035,5.4966583,0.5142977697560867,7
A394_0,18.30722,7.229095,1.0,0
A397_0,13.414337,-3.307946,1.0,4
A398_0,13.426388,-3.320272,1.0,4
A399_0,14.423672,4.730341,0.886389375243985,3
A401_0,15.964034,6.575015,1.0,7
A402_0,14.220044,6.637032,0.473371691162189,7
A403_0,3.631424,-10.308502,1.0,5
A404_0,15.39932,6.2366176,1.0,7
A405_0,19.297459,8.106658,1.0,0
A406_0,14.58348,6.9159284,0.24180702862063413,7
A408_0,14.823823,6.3372254,0.0,7
A409_0,20.344576,7.8711634,1.0,0
A410_0,12.1840105,1.0616153,1.0,2
A411_0,-2.9373317,9.181339,1.0,5
A412_0,17.856216,8.458525,0.0,0
A413_0,17.073378,4.2650623,0.9415221691606457,7
A414_0,-13.998469,4.7588253,1.0,7
A416_0,12.675502,1.4547621,0.0,2
A417_0,15.221547,5.040673,1.0,7
A418_0,16.7775,6.494502,1.0,7
A419_0,14.389139,7.938463,1.0,7
A420_0,-2.9066854,9.772726,1.0,5
A423_0,13.65116,1.478888,1.0,2
A424_0,18.270613,8.334969,0.18140796335010564,0
A425_0,-2.291292,2.7375274,1.0,3
A426_0,-2.956618,9.694658,0.6566152308247017,5
A427_0,14.8230505,8.376332,0.7784740816136212,7
A428_0,14.990622,6.1983466,0.0,7
A429_0,10.134369,0.99467224,1.0,3
A430_0,15.94132,6.2339935,1.0,7
A432_0,11.585407,1.1784241,0.6972338925800198,2
A434_0,18.745518,5.375323,0.36766921583192735,7
A435_0,14.589967,1.5431128,0.7290209372900563,2
A436_0,11.041463,-2.2984982,0.1033424056159956,1
A437_0,18.452963,7.427023,1.0,0
A438_0,10.162384,0.9795331,0.8714626683346548,3
A439_0,18.727797,5.3473644,0.5226165624608824,7
A440_0,19.28091,8.133554,1.0,0
A441_0,14.816183,1.304701,1.0,2
A442_0,3.597585,-10.253294,1.0,5
A443_0,14.5340185,8.437616,0.23596793068876606,7
A444_0,14.190257,6.6120863,1.0,7
A445_0,18.220009,7.984497,1.0,0
A445_1,19.081842,8.172919,0.2558914126180056,0
A447_0,-12.104815,4.792357,0.2521422896126446,7
A448_0,17.975443,5.241811,0.33111482174124146,7
A450_0,15.40769,6.177724,1.0,7
A451_0,13.555988,2.5333672,0.8223334067845945,2
A452_0,17.005693,6.528381,0.9359054516153004,7
A454_0,18.912231,6.765085,1.0,0
A455_0,15.781657,6.0256834,1.0,7
A456_0,16.847157,4.6639667,0.29986234904732373,7
A457_0,18.229843,7.950437,1.0,0
A457_1,18.059095,8.115862,0.8067854487863914,0
A458_0,17.151945,4.351694,0.7969899135817193,7
A459_0,14.460818,6.401623,1.0,7
A460_0,11.510264,1.1179856,0.6672896590455862,2
A461_0,14.317395,5.2559786,0.0,3
A462_0,14.092071,1.1598667,0.30146179578342913,2
A463_0,17.124174,5.576732,0.0,7
A464_0,14.49318,4.64277,1.0,3
A466_0,18.531939,7.072717,0.0,0
A467_0,10.7675905,-0.32019386,1.0,1
A468_0,14.804367,8.3271,0.7784740816136212,7
A469_0,14.447012,4.9151115,1.0,3
A470_0,-14.005536,4.7792373,1.0,7
A473_0,14.546245,0.71471095,1.0,2
A475_0,13.417744,-3.3120637,1.0,4
A476_0,13.698393,1.3926711,0.0,2
A476_1,14.405282,0.7944172,1.0,2
A478_0,17.816545,8.309273,0.0,0
A480_0,1.4702293,5.014891,0.08119417969750145,3
A481_0,10.903489,-2.4333382,0.33225214107929035,1
A482_0,14.410205,7.9714885,1.0,7
A483_0,17.151909,7.4788876,0.8416558119203531,0
A483_1,17.107555,7.338307,0.4901963181290601,0
A484_0,3.6514828,-10.317456,1.0,5
A485_0,18.072351,8.335975,1.0,0
A486_0,21.485209,8.260108,1.0,0
A487_0,-12.261139,4.928138,0.499559097662892,7
A488_0,16.040758,6.9135528,1.0,7
A490_0,11.588668,1.1173332,0.758420581763883,2
A491_0,17.872702,6.550331,1.0,7
A492_0,14.301799,8.049595,0.7367931062230332,7
A494_0,11.570178,1.1195148,0.9515760691912118,2
A495_0,-11.099547,5.4550076,0.04253352526918038,7
A496_0,12.962061,2.0029178,0.0,2
A497_0,-2.2477975,2.7206373,1.0,3
A498_0,17.13683,7.821083,0.9335210193358798,0
A498_1,17.07648,7.8436275,0.7132140076431386,0
A499_0,-2.9408066,9.724396,1.0,5
A500_0,17.570835,8.406238,0.9133667735341572,0
A501_0,21.486826,8.228851,1.0,0
A502_0,14.828253,6.710584,0.0,7
A503_0,16.690983,3.9683776,1.0,7
A505_0,17.556824,5.0179152,1.0,7
A506_0,13.428484,2.6201084,0.0,2
A507_0,19.318903,8.123036,1.0,0
A508_0,13.62461,2.7024682,0.9386797466121048,2
A509_0,10.089567,0.98299754,1.0,3
A510_0,17.801773,5.8900137,0.6923124168174616,7
A512_0,17.397999,7.049581,0.6447768265494865,0
A513_0,20.914635,7.8299127,0.4957682893907726,0
A514_0,14.952385,1.2407103,1.0,2
A516_0,15.917383,7.984184,0.41265909973882975,7
A517_0,13.917778,5.154563,1.0,3
A517_1,13.965065,5.163292,0.4343019405018227,3
A518_0,13.630164,0.87329787,0.6970728987283326,2
A519_0,18.393848,7.1904755,0.8031392920019637,0
A519_1,17.49628,4.4844656,0.2340180801003058,7
A519_2,20.438559,9.45283,0.0,3
A519_3,14.217209,3.3730438,1.0,2
A520_0,17.742743,8.487955,1.0,0
A521_0,14.141435,5.428159,1.0,3
A522_0,13.616637,2.5241213,1.0,2
A524_0,-3.084829,8.805675,1.0,5
A526_0,-14.0123,4.7883015,1.0,7
A527_0,1.4683704,5.016798,1.0,3
A528_0,14.825059,7.8444214,0.5231634435918986,7
A530_0,16.10341,8.206429,1.0,7
A532_0,13.417273,-3.307831,1.0,4
A533_0,14.999063,1.3054593,1.0,2
A534_0,13.980026,1.2480922,1.0,2
A535_0,15.062321,2.1866708,0.0,2
A536_0,-12.292623,4.882183,0.7406116649019353,7
A537_0,15.499184,6.213095,1.0,7
A538_0,16.50084,5.581703,0.0,7
A539_0,11.853205,-0.6812827,0.31872794660692577,1
A540_0,-2.3199844,2.7009747,0.333421752313951,3
A541_0,14.888488,0.35019857,0.947157109695593,2
A542_0,3.5803516,-10.315309,0.6807473576972151,5
A543_0,13.221309,1.5709777,0.9111822937325286,2
A544_0,10.085258,0.95899063,0.9697462105639602,3
A545_0,13.351671,-0.08617045,0.6907322927608809,6
A545_1,14.620757,1.6849589,1.0,2
A545_2,10.785278,-0.3138211,0.7313782444196764,1
A545_3,13.2256565,-3.1311083,1.0,4
A547_0,20.465153,9.482136,1.0,3
A548_0,21.545776,8.274503,1.0,0
A549_0,11.940226,0.86036754,0.0,2
A549_1,17.971802,7.761506,1.0,0
A550_0,14.368035,6.5683413,1.0,7
A551_0,15.324752,7.7564588,1.0,7
A552_0,13.2110615,-3.1100044,1.0,4
A552_1,18.113003,7.8961854,0.8241000997097835,0
A553_0,20.42945,9.50973,0.8406651842248345,3
A554_0,20.520779,9.406572,0.8283052049819792,3
A554_1,19.651432,8.095495,0.9199615170571847,0
A556_0,13.392839,-3.2888138,1.0,4
A557_0,10.157622,1.0116907,1.0,3
A558_0,-2.9774618,9.130302,1.0,5
A559_0,21.34096,8.026476,0.0,0
A560_0,11.842311,-0.60928667,0.2971173288428644,1
A561_0,14.330082,3.444559,0.27738796793255077,2
A563_0,10.143916,1.004209,1.0,3
A565_0,14.740257,8.473925,1.0,7
A567_0,10.147259,1.0030894,1.0,3
A568_0,16.626942,6.0835843,1.0,7
A571_0,14.387004,6.1517444,0.0,7
A572_0,13.930501,3.2858055,0.0,2
A573_0,17.461802,4.5459256,1.0,7
A574_0,-2.9295301,9.722866,1.0,5
A575_0,18.419666,7.850826,1.0,0
A575_1,18.677942,7.997235,0.0,0
A576_0,15.499952,6.0822463,0.0,7
A576_1,17.154337,5.275275,0.0,7
A576_2,21.05091,7.846444,1.0,0
