arg-id,x,y,probability,cluster-id
A577_0,14.240275,4.7747426,1.0,3
A580_0,14.171987,1.1147544,0.9445223783735599,2
A581_0,15.729117,7.5253687,0.0,7
A581_1,16.95982,4.7322454,0.23574140715147948,7
A581_2,16.23166,7.8919735,1.0,7
A582_0,-2.9643006,9.221708,1.0,5
A583_0,21.548769,8.143366,1.0,0
A585_0,15.527473,5.522224,0.18823144681508203,7
A586_0,19.34164,8.085144,0.8022054075533409,0
A587_0,12.068889,0.52967155,0.0,2
A589_0,-3.0021315,9.329114,1.0,5
A590_0,16.142876,8.225397,1.0,7
A591_0,21.489363,8.248381,1.0,0
A592_0,15.70902,2.5517812,1.0,2
A593_0,14.105517,4.9523993,0.0,3
A594_0,14.383018,6.2876644,0.5564523006806992,7
A595_0,15.295817,6.6684012,1.0,7
A596_0,21.282608,7.895377,1.0,0
A597_0,15.264527,5.0163846,1.0,7
A598_0,14.972647,5.816593,1.0,7
A600_0,17.570763,5.134325,1.0,7
A601_0,21.532127,8.2777,1.0,0
A602_0,15.3819065,6.4175363,1.0,7
A603_0,15.289417,7.7079306,0.8588164003515795,7
A604_0,-2.8855605,2.5088012,1.0,3
A605_0,-2.9189982,9.756291,1.0,5
A607_0,-11.22202,5.500396,1.0,7
A609_0,14.261042,4.9970074,0.0,3
A611_0,15.385298,6.148383,1.0,7
A612_0,18.689144,6.884463,0.4827762951336104,0
A613_0,16.442568,6.6668005,1.0,7
A615_0,14.747953,8.419321,1.0,7
A616_0,18.154266,8.024992,1.0,0
A617_0,15.447986,4.2430143,0.8591575472939652,2
A617_1,15.402606,3.963848,0.28355294624523236,2
A617_2,15.431499,4.184653,1.0,2
A617_3,18.406971,5.4291153,0.9323957270243931,7
A618_0,19.400637,8.0570545,0.563719563357856,0
A619_0,13.804223,1.1184152,1.0,2
A619_1,13.327124,1.4875416,0.7038731890614585,2
A621_0,15.071501,5.898153,1.0,7
A622_0,14.155326,6.612982,0.5268601824966443,7
A624_0,10.908388,-2.4924095,0.9136743216415079,1
A625_0,17.596504,8.439626,0.9437768349949087,0
A626_0,-12.2183895,4.864366,1.0,7
A627_0,16.594845,6.1405196,0.8218391197461447,7
A628_0,14.94985,1.2084002,1.0,2
A629_0,14.517371,8.058987,0.48209150760924474,7
A630_0,16.182611,6.0931277,0.0,7
A631_0,15.010269,3.5724497,0.6355429885897839,2
A632_0,-12.209593,4.8270297,1.0,7
A633_0,16.465837,5.0911574,0.0,7
A634_0,-2.952001,9.299281,1.0,5
A635_0,17.319744,5.758882,1.0,7
A635_1,17.04657,4.3984017,0.8918623818544623,7
A635_2,20.11731,7.950064,1.0,0
A635_3,18.638935,5.4044743,0.1308120952876425,7
A636_0,-2.2781608,2.75981,1.0,3
A637_0,13.270685,1.3374966,0.27783094784134366,2
A638_0,18.199604,7.369832,0.48300321318248796,0
A639_0,18.066202,8.624438,0.0,0
A640_0,17.756153,7.820333,0.0,0
A641_0,12.076833,0.9128428,1.0,2
A642_0,14.333037,7.9689302,1.0,7
A643_0,17.193146,7.7752004,0.8864612109276795,0
A644_0,15.415581,7.545125,1.0,7
A645_0,12.337047,0.60361665,1.0,2
A646_0,17.036322,7.7108564,0.9533990711333608,0
A648_0,17.556974,8.488318,1.0,0
A649_0,15.179291,7.891273,0.0,7
A650_0,16.178684,8.257225,0.933196736189103,7
A651_0,-3.086611,8.798776,1.0,5
A652_0,17.145784,7.7526875,1.0,0
A653_0,21.50544,8.256564,1.0,0
A654_0,21.588877,8.144867,1.0,0
A655_0,-2.8895586,2.507389,1.0,3
A656_0,21.502668,8.189206,1.0,0
A657_0,12.590339,1.472456,0.6356607931939124,2
A658_0,14.767721,8.165852,0.5036998127708144,7
A658_1,15.476636,7.846259,0.0,7
A659_0,15.816303,6.3293734,0.8045961129397227,7
A659_1,21.543045,8.1955185,1.0,0
A659_2,17.469385,4.535828,1.0,7
A659_3,16.08565,6.8494673,1.0,7
A660_0,18.752274,6.9104443,0.6129890971572083,0
A661_0,14.222124,4.8519287,1.0,3
A662_0,-12.712145,5.014575,0.8086434637561006,7
A663_0,11.302136,1.5627159,1.0,2
A664_0,15.820546,6.321062,1.0,7
A665_0,14.488121,8.523984,1.0,7
A666_0,15.584562,7.37262,0.0,7
A666_1,15.261452,7.7826195,1.0,7
A667_0,15.256137,6.563542,1.0,7
A667_1,11.288357,1.5802209,0.9414719749565146,2
A668_0,13.255164,2.3372917,0.0,2
A670_0,-14.035642,4.7263994,1.0,7
A671_0,15.821621,6.2634435,0.47607859436873806,7
A672_0,17.894629,6.0118475,1.0,7
A673_0,-3.0357127,9.124562,0.6914565328320945,5
A674_0,19.396612,8.1421585,0.49260097096267236,0
A675_0,14.74951,0.39077553,1.0,2
A676_0,12.060963,1.4837363,0.0,2
A677_0,20.9091,7.8619566,0.5417786455650423,0
A678_0,16.269081,8.165163,1.0,7
A679_0,15.156347,7.3969336,1.0,7
A680_0,16.93168,7.0515537,1.0,0
A681_0,13.878249,4.752651,1.0,3
A682_0,10.167909,0.9371306,0.5531398450502371,3
A683_0,16.723297,6.5089173,0.7700279517339216,7
A684_0,-14.003212,4.760324,1.0,7
A685_0,16.44231,6.139676,0.3521433776101946,7
A686_0,17.83644,6.510883,1.0,7
A687_0,13.639778,2.7309093,0.6247736082279923,2
A688_0,18.45722,7.4181623,1.0,0
A688_1,15.096404,3.721793,1.0,2
A689_0,20.292109,7.6927853,1.0,0
A690_0,18.538069,7.621164,0.941534534271334,0
A691_0,14.495366,3.8453887,1.0,2
A692_0,20.48761,9.442241,0.0,3
A693_0,15.260927,7.4723716,1.0,7
A694_0,14.079445,5.3457274,1.0,3
A696_0,15.505057,6.2245865,1.0,7
A698_0,18.705912,5.3637066,1.0,7
A699_0,11.382651,1.359711,1.0,2
A700_0,13.359714,1.6963047,0.3343048994405702,2
A703_0,15.378428,4.3850493,0.27379047618718794,7
A704_0,13.421117,-3.3158312,1.0,4
A705_0,1.4683228,5.016793,1.0,3
A706_0,15.370151,7.61001,1.0,7
A707_0,20.978355,7.959346,0.4958303464841496,0
A708_0,20.409523,9.529881,1.0,3
A709_0,14.165585,6.646349,0.5268601824966443,7
A710_0,10.141395,0.96232545,0.8714626683346548,3
A711_0,12.216055,1.3241663,0.0,2
A712_0,-2.2513986,2.7522862,1.0,3
A713_0,14.66501,7.184988,1.0,7
A714_0,12.442423,1.4574325,1.0,2
A715_0,13.8481045,4.685906,1.0,3
A716_0,17.09088,4.371298,1.0,7
A718_0,18.362715,7.2724257,1.0,0
A720_0,14.338043,7.9239106,1.0,7
A721_0,16.878294,6.9734445,1.0,0
A722_0,18.214554,7.827246,0.8552037437428903,0
A723_0,14.849644,8.3089075,0.6981600880782927,7
A724_0,14.781765,0.2633783,1.0,2
A725_0,19.473162,7.0659075,0.0,0
A726_0,14.767024,0.41811824,1.0,2
A727_0,20.427645,9.519458,1.0,3
A728_0,-2.913922,9.158047,1.0,5
A729_0,15.55087,7.483332,0.6268527734816168,7
A730_0,14.164921,1.0906652,1.0,2
A732_0,12.233149,0.5351494,1.0,2
A733_0,17.114313,6.224288,1.0,7
A734_0,14.440808,7.9940414,1.0,7
A735_0,17.840021,7.6834607,1.0,0
A736_0,12.316482,0.9684091,0.9570502222008271,2
A738_0,13.437225,-3.3321512,0.42862313169837857,4
A740_0,12.703718,0.97949964,0.7528661768595938,2
A742_0,11.328711,1.4568721,0.2633360815714075,2
A742_1,13.733496,4.616322,0.6759243514687205,3
A742_2,13.896558,2.1384838,0.0,2
A742_3,16.954344,4.4310846,0.36509286633647686,7
A743_0,15.774731,4.3669558,0.0,7
A744_0,15.326094,7.4255085,0.935706914225386,7
A745_0,-3.1037292,8.775438,1.0,5
A746_0,17.924902,8.533928,0.9544199915713153,0
A747_0,11.902821,0.6580717,0.0,2
A747_1,11.870435,-0.6655302,0.2971173288428644,1
A748_0,12.502601,0.55046564,1.0,2
A749_0,16.853407,7.3275957,0.4056359633164774,0
A750_0,12.892418,1.5724821,0.0,2
A752_0,14.493791,6.3415327,1.0,7
A753_0,15.4311495,5.3335414,1.0,7
A754_0,10.924989,-2.4774816,1.0,1
A755_0,10.162057,0.9896771,1.0,3
A756_0,15.694502,7.946804,0.9978348433067005,7
A757_0,13.307906,-0.1399965,1.0,6
A757_1,14.44897,1.6002356,0.949785712238375,2
A757_2,10.7771845,-0.32022783,1.0,1
A757_3,10.949086,-2.4510531,1.0,1
A759_0,17.112543,4.2971315,1.0,7
A760_0,-12.599662,4.979032,0.9841608183154639,7
A761_0,13.2530365,-0.08737856,0.5795445993541714,6
A763_0,14.794384,1.5494962,1.0,2
A764_0,21.475136,8.30739,1.0,0
A765_0,13.633173,0.90981346,0.9301004611076673,2
A767_0,18.855337,6.8112936,1.0,0
A768_0,13.1933775,0.95243347,1.0,2
A769_0,16.646229,5.431686,1.0,7
A769_1,16.040611,6.032783,1.0,7
A770_0,16.821556,7.0149035,1.0,0
A770_1,17.038382,5.9583654,0.0,7
A771_0,17.226925,8.094038,0.0,0
A772_0,15.753649,6.2670946,0.0,7
A774_0,17.046358,4.2329636,0.4892341600379683,7
A776_0,18.908678,6.741723,1.0,0
A777_0,-2.7488208,2.5679042,1.0,3
A779_0,16.832024,5.486573,1.0,7
A780_0,17.1243,4.3502364,1.0,7
A781_0,14.916761,7.7507796,1.0,7
A782_0,17.763023,8.513528,0.0,0
A783_0,-12.258091,4.8119183,0.6908043613725723,7
A784_0,14.468753,8.5406,1.0,7
A786_0,14.422945,6.678354,1.0,7
A787_0,18.667423,5.3415694,0.23100502442457493,7
A788_0,15.533398,6.3110294,1.0,7
A789_0,21.616428,8.131963,1.0,0
A790_0,-2.2550864,2.750297,1.0,3
A791_0,11.486386,-1.4163657,0.025663307373476,1
A792_0,12.539984,1.4368048,1.0,2
A793_0,13.430841,-3.3207288,0.6330002478725585,4
A795_0,13.271195,1.5856328,1.0,2
A796_0,3.612165,-10.266982,1.0,5
A797_0,-3.1096916,8.763779,1.0,5
A798_0,18.24495,5.4402957,0.9709470649276887,7
A799_0,17.0827,6.590886,0.9065203018289077,7
A800_0,16.991686,4.9404163,0.18757922128466564,7
A801_0,15.8359375,6.3153524,0.9392780850420717,7
A802_0,12.40687,1.1710223,0.0,2
A803_0,14.203407,1.109157,0.5553223417578252,2
A803_1,14.799821,1.1672333,0.0,2
A804_0,11.305146,1.537212,0.709000042637239,2
A805_0,17.204021,6.179003,1.0,7
A806_0,20.445213,9.492758,0.3791383608463407,3
A807_0,14.706863,8.482417,0.900770158114912,7
A808_0,21.75699,8.143227,0.0,0
A809_0,21.318514,7.9409614,1.0,0
A810_0,13.974493,1.2658455,1.0,2
A811_0,17.109549,4.3260174,1.0,7
A812_0,14.4674015,8.522808,1.0,7
A813_0,-2.6983955,2.5938299,1.0,3
A814_0,-2.279389,2.7411196,1.0,3
A816_0,14.360218,4.961023,0.3913704350894435,3
A817_0,3.6492276,-10.239796,1.0,5
A817_1,10.754724,-0.30962348,0.6037991471133448,1
A817_2,14.558677,1.6733085,1.0,2
A817_3,14.608065,1.6499869,1.0,2
A817_4,13.24217,-0.16618022,0.4777716995824604,6
A818_0,11.664166,1.1172893,0.4253881858559685,2
A819_0,20.407177,9.53262,0.9498689587590715,3
A821_0,-14.063532,4.7044477,1.0,7
A822_0,21.458248,8.292802,1.0,0
A823_0,21.513794,8.100882,0.6029303477438066,0
A824_0,17.46038,5.1969104,0.9239586990860762,7
A825_0,16.023952,8.157063,0.8194588371413245,7
A826_0,17.891088,5.9356937,1.0,7
A827_0,14.172961,6.6182027,1.0,7
A827_1,15.213101,7.5246744,1.0,7
A827_2,16.313322,6.6669736,0.8024519174384372,7
A827_3,19.390179,7.98791,0.563719563357856,0
A827_4,21.10676,7.866239,1.0,0
A827_5,15.702636,6.138842,0.0,7
A828_0,-12.342014,4.930199,0.4039796525512021,7
A829_0,14.889043,1.7555802,0.0,2
A829_1,14.889046,1.6335891,0.599391974874593,2
A829_2,18.406149,7.3647194,1.0,0
A830_0,-14.016474,4.7376084,1.0,7
A832_0,14.341298,8.014551,1.0,7
A834_0,14.4527445,7.976693,1.0,7
A835_0,14.139093,6.719045,0.17289256998489105,7
A836_0,17.855618,5.1486254,1.0,7
A837_0,18.497559,7.75267,1.0,0
A837_1,15.079413,3.6873999,1.0,2
A837_2,17.662445,8.461998,1.0,0
A838_0,3.5507412,-10.311891,0.49008539010784835,5
A840_0,13.739701,1.0033937,1.0,2
A841_0,10.933328,-2.4675417,1.0,1
A842_0,17.914324,8.07249,1.0,0
A843_0,13.248844,1.6095309,1.0,2
A844_0,18.43886,7.1957645,0.6516104023047775,0
A844_1,14.325294,7.967117,1.0,7
A845_0,15.497765,6.1839046,1.0,7
A845_1,21.087713,7.8547235,1.0,0
A845_2,14.796706,8.260733,0.6981600880782927,7
A846_0,18.718113,5.3805385,0.4933732432418658,7
A847_0,14.636782,7.178675,1.0,7
A849_0,16.079168,7.150944,0.8686789487473043,7
A850_0,20.56303,9.383401,1.0,3
A852_0,12.087125,1.2791122,0.0,2
A853_0,18.03633,6.495355,0.9205439896502264,7
A854_0,17.207718,6.076809,1.0,7
A855_0,-3.103731,8.788417,1.0,5
A856_0,17.884108,6.332583,1.0,7
A857_0,12.128154,1.0950123,0.0,2
A857_1,12.536178,1.3367476,0.4608959985307222,2
A858_0,16.048212,7.3021283,1.0,7
A858_1,16.135996,7.273256,1.0,7
A859_0,13.69979,4.663909,0.0,3
A861_0,15.852832,2.7016265,0.411835360249448,2
A863_0,17.097052,6.1188006,0.956687801392004,7
A864_0,10.070356,1.0415857,0.47430248371286454,3
A865_0,-12.120099,4.887835,0.3144231580883491,7
A866_0,14.803932,0.2769899,1.0,2
A867_0,17.803059,6.2279863,0.45179157917831303,7
A868_0,17.107122,6.271494,0.7633936506569442,7
A871_0,15.343858,6.1931024,1.0,7
A872_0,-12.274441,4.859225,0.9502194703657333,7
A873_0,17.681616,8.549045,0.0,0
A875_0,-11.2173605,5.503151,1.0,7
A876_0,17.875933,5.1417623,1.0,7
A877_0,15.677661,5.8733525,1.0,7
A878_0,17.53244,8.362626,0.5679366064229213,0
A879_0,15.802597,2.6307702,0.5446975106352288,2
A880_0,13.183453,0.95323664,1.0,2
A881_0,13.658285,2.292612,0.0,2
A882_0,18.73473,5.3557973,0.4597886060642878,7
A885_0,13.381614,2.3871877,1.0,2
A888_0,16.88718,7.184253,0.6710590821630965,0
A889_0,15.850845,6.2774057,0.4530179612953491,7
A890_0,14.577072,7.927872,0.41672589278441985,7
A891_0,3.6367443,-10.329901,1.0,5
A892_0,18.175734,5.463485,0.8213325058195919,7
A893_0,17.23092,7.430316,0.5171468615702031,0
A894_0,3.6598792,-10.230838,1.0,5
A895_0,14.974959,0.57331735,0.3945068252868045,2
A896_0,11.282275,1.5559748,0.938269703327372,2
A897_0,-2.8913348,9.77342,1.0,5
A898_0,12.343488,1.497152,0.0,2
A898_1,12.445975,1.5661882,1.0,2
A899_0,17.16436,7.864338,0.7132140076431386,0
A900_0,12.318908,1.3955456,0.6835329433353228,2
A901_0,10.117243,1.0383053,0.55598688568378,3
A902_0,-12.240929,4.877697,1.0,7
A903_0,16.918941,6.974407,1.0,0
A904_0,14.222183,4.8586845,1.0,3
A905_0,21.242062,7.8927474,0.9781575774911848,0
A907_0,11.7447405,-0.8221157,0.173568040315492,1
A907_1,12.411025,1.4521445,1.0,2
A908_0,-2.2868066,2.7854085,0.46702747996486643,3
A909_0,15.432695,6.2411013,1.0,7
A910_0,15.838166,7.1669674,0.0,7
A911_0,17.199095,4.336327,0.5192545201223926,7
A912_0,13.567797,2.4962382,0.7871083741397515,2
A914_0,18.285812,7.743809,0.0,0
A915_0,21.513294,8.219922,1.0,0
A916_0,21.405262,8.231431,0.6540784668164854,0
A917_0,15.498389,6.3490148,1.0,7
A917_1,16.800146,4.8457136,0.2049399340934775,7
A919_0,-11.234994,5.4894357,0.31873392506330706,7
A920_0,20.471992,9.515577,0.0,3
A921_0,17.570007,7.2403326,1.0,0
A922_0,14.543053,7.1820316,0.6912122758852677,7
A923_0,21.122055,8.259001,0.0,0
A925_0,18.470846,7.5936537,0.0,0
A928_0,17.120867,6.603853,0.6529488809782107,7
A930_0,3.6761773,-10.334147,1.0,5
A931_0,18.462948,7.3853683,1.0,0
A932_0,-13.967065,4.7389956,0.708203710537203,7
A935_0,14.62165,0.8348714,0.805085382236648,2
A936_0,17.534916,8.504572,0.633865670101526,0
A937_0,12.260227,1.0248637,1.0,2
A938_0,14.049385,0.8457954,0.0,2
A939_0,20.414427,9.495093,0.0,3
A940_0,17.740406,5.3471794,0.0,7
A941_0,12.449819,1.41712,1.0,2
A942_0,16.174051,8.153593,1.0,7
A943_0,1.4685289,5.0167274,1.0,3
A944_0,13.313825,-0.14629745,1.0,6
A944_1,14.569622,1.707126,1.0,2
A944_2,14.648935,1.7156203,0.947042487958979,2
A944_3,10.790519,-0.30124944,0.4294776232386623,1
A944_4,13.247536,-3.1455817,0.7962468916301216,4
A945_0,14.726669,8.425836,1.0,7
A946_0,13.602706,2.6575305,0.6052319434550619,2
A949_0,13.750102,2.7190192,0.2793215765886184,2
A950_0,14.3885145,7.5435066,0.0,7
A952_0,13.586359,2.5289884,1.0,2
A953_0,11.382249,1.360162,1.0,2
A954_0,17.124565,6.9398503,0.7330422012788034,0
A954_1,17.462296,7.9598007,0.0,0
A954_2,17.115538,6.434658,0.62267212934863,7
A955_0,10.919138,-2.4806604,1.0,1
A956_0,15.266062,6.2937174,0.0,7
A957_0,12.508878,1.7267267,0.0,2
A958_0,14.342005,7.9976444,1.0,7
A959_0,19.235441,8.161062,0.477846166664252,0
A960_0,13.511682,2.2528946,1.0,2
A961_0,13.621836,2.4063325,0.2601017242344502,2
A961_1,14.867944,0.80768555,0.6878194903445092,2
A962_0,14.854451,1.5883133,1.0,2
A964_0,15.666818,6.6413393,0.0,7
A965_0,15.844279,7.592843,0.0,7
A967_0,17.873112,8.09079,1.0,0
A968_0,-13.985978,4.7667756,1.0,7
A970_0,15.3642845,6.940812,0.0,7
A971_0,-13.916404,4.7947946,0.35069251974838556,7
A972_0,20.872313,7.7132607,0.0,0
A973_0,20.45892,9.483231,1.0,3
A974_0,18.555994,7.939658,0.9607132503324242,0
A975_0,15.076768,6.3153844,0.0,7
A976_0,14.469344,4.6451483,1.0,3
A977_0,20.951128,8.674701,0.0,0
A978_0,15.978614,5.9225693,1.0,7
A979_0,14.979415,5.8036613,1.0,7
A980_0,14.150157,1.072111,0.8763943274086906,2
A981_0,10.081964,0.9436271,0.5898744808207171,3
A982_0,14.959235,7.701391,0.521456164630279,7
A983_0,3.5578148,-10.205251,1.0,5
A984_0,14.9634695,6.5505314,0.0,7
A986_0,11.811726,-0.7367205,1.0,1
A988_0,14.431919,7.9998713,1.0,7
A989_0,-12.196087,4.873475,1.0,7
A990_0,12.493486,0.54952234,1.0,2
A991_0,15.879945,5.6863794,0.0,7
A992_0,11.787611,-0.75357485,0.6350495745511865,1
A994_0,16.834845,6.474412,1.0,7
A997_0,-12.316754,4.7647123,0.2687339679804945,7
A998_0,-13.975585,4.812882,0.5953267995857495,7
A999_0,-12.131391,5.190645,0.0,7
A1000_0,20.141104,8.090998,1.0,0
